Event ID,Event Version,Level,Channel,Task,Opcode,Keyword,Windows,Version,Edition,Date,Build,Event Message,Event Fields
8000,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 11,21H2,Pro,2022/05/17,22000.675,WCN has started a new session.Peer UUID: {PeerUuid}Connect reason: {Trigger}Session GUID: {SessionGuid},{PeerUuid} | {Trigger} | {SessionGuid}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/02/09,19041.804,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/02/09,19041.804,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/01/12,19041.746,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/01/12,19041.746,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2020/12/08,19041.685,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/12/08,19041.685,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2020/11/19,19041.631,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/11/10,19041.63,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/10/13,19041.572,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/09/08,19041.508,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/08/11,19041.45,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/07/14,19041.388,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/06/09,19041.329,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/05/27,19041.264,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2020/04/16,19041.208,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,21H2,Pro,2022/03/15,19041.1586,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,21H1,Pro,2022/03/15,19041.1586,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2022/03/15,19041.1586,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,21H2,Pro,2022/02/15,19041.1526,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,21H1,Pro,2022/02/15,19041.1526,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2022/02/15,19041.1526,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/12/14,19041.1415,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/11/09,19041.1348,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/11/09,19041.1348,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/10/12,19041.1288,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/10/12,19041.1288,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/09/14,19041.1237,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/09/14,19041.1237,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/08/10,19041.1165,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/08/10,19041.1165,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/07/13,19041.111,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/07/13,19041.111,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,20H2,Pro,2021/06/08,19041.1052,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,2004,Pro,2021/06/08,19041.1052,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/07/14,18363.959,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/06/09,18363.9,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/05/12,18363.836,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/04/14,18363.778,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/03/12,18363.72,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/02/11,18363.657,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/01/14,18363.592,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2019/12/10,18363.535,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2019/10/05,18363.418,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2021/06/08,18363.1621,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2021/05/11,18363.1556,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2021/04/13,18363.15,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2021/03/09,18363.144,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2021/02/11,18363.1379,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2021/01/12,18363.1316,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/12/08,18363.1256,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/11/10,18363.1198,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/10/13,18363.1139,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/09/08,18363.1082,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1909,Pro,2020/08/11,18363.1016,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/07/14,18362.959,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/05/12,18362.836,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/03/12,18362.72,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/02/11,18362.657,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/12/10,18362.535,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/11/12,18362.476,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/09/10,18362.356,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/03/29,18362.3,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/07/09,18362.239,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/06/11,18362.175,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/12/08,18362.1256,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/11/10,18362.1198,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/10/13,18362.1139,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2020/09/08,18362.1082,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1903,Pro,2019/12/10,18362.1016,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2020/01/14,17763.973,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/12/10,17763.914,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/11/12,17763.864,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/10/08,17763.805,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/09/10,17763.737,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/08/13,17763.678,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/07/09,17763.615,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/06/11,17763.557,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
8003,0,Information,Microsoft-Windows-WCN-Config-Registrar/Diagnostic,,,,Windows 10,1809,Pro,2019/05/19,17763.504,WCN is preparing to parse a message.Session GUID: {SessionGuid}Message: {MessageBlobLength},{SessionGuid} | {MessageBlobLength}
